name,year,selling_price,km_driven,transmission,owner,seats,max_power (in bph),Mileage
Maruti,2005,90000,100000,Manual,Fourth & Above Owner,5,46.3,19.7
Hyundai,2019,550000,4701,Manual,First Owner,5,81.86,20.7
Maruti,2016,600000,6757,Manual,First Owner,5,81.8,21.01
Maruti,2014,200000,43381,Manual,Second Owner,5,47.3,22.74
Maruti,2014,425000,50000,Manual,Second Owner,5,88.73,21.79
Maruti,2018,575000,20000,Manual,First Owner,5,83.1,21.4
Ford,2015,600000,63000,Manual,First Owner,5,98.59,22.77
Renault,2018,350000,30000,Manual,First Owner,5,67.0,23.01
Maruti,2017,400000,12700,Manual,First Owner,5,67.04,20.51
Tata,2018,700000,35000,Manual,First Owner,5,108.5,21.5
Hyundai,2008,165000,90000,Manual,First Owner,5,68.05,19.81
Maruti,2005,180000,49455,Manual,First Owner,5,46.3,19.7
Hyundai,2016,220000,100000,Manual,First Owner,5,55.2,21.1
Tata,2013,120000,120000,Manual,First Owner,5,74.0,22.3
Chevrolet,2013,420000,46815,Manual,Second Owner,5,76.9,22.1
Hyundai,2015,250000,80000,Manual,First Owner,5,55.2,21.1
Maruti,2013,385000,100000,Manual,Third Owner,7,88.8,20.77
Maruti,2014,318000,80000,Manual,First Owner,5,67.06,20.51
Hyundai,2018,480000,40000,Manual,First Owner,5,81.86,20.14
Maruti,2015,330000,70000,Manual,Third Owner,5,67.04,23.1
Maruti,2014,250000,40000,Manual,First Owner,5,47.3,22.74
Hyundai,2016,650000,30000,Manual,First Owner,5,88.73,22.54
Ford,2011,200000,80000,Manual,Second Owner,5,68.0,20.0
Honda,2008,250000,60000,Automatic,Third Owner,5,108.5,20.0
Maruti,2018,560000,20000,Manual,First Owner,5,83.1,21.4
Maruti,2016,500000,30000,Manual,First Owner,5,83.14,20.85
Hyundai,2013,420000,69000,Manual,Third Owner,5,126.32,22.32
Maruti,2015,434999,25000,Manual,Second Owner,5,83.14,20.85
Hyundai,2020,675000,5000,Automatic,First Owner,5,81.86,20.7
Hyundai,2009,170000,90000,Manual,Second Owner,5,78.9,20.36
Hyundai,2017,1250000,90000,Manual,First Owner,5,126.2,19.67
Maruti,2011,270000,89000,Manual,Second Owner,5,73.9,21.1
Maruti,2013,480000,80000,Manual,First Owner,5,74.0,23.4
Hyundai,2016,700000,40000,Manual,First Owner,5,88.73,22.54
Maruti,2015,650000,110000,Manual,Third Owner,7,88.76,20.77
Hyundai,2015,1300000,48000,Manual,Second Owner,5,126.2,19.67
Volkswagen,2016,1000000,60000,Automatic,First Owner,5,108.6,22.15
Hyundai,2012,170000,40000,Manual,First Owner,5,55.2,21.1
Maruti,2016,260000,65000,Manual,Second Owner,5,47.3,22.74
Toyota,2014,400000,120000,Manual,Second Owner,5,67.04,23.59
Tata,2017,830000,35000,Manual,First Owner,5,108.5,21.5
Ford,2017,850000,60000,Manual,First Owner,5,98.59,22.77
Maruti,2017,650000,70000,Manual,First Owner,5,83.14,20.85
Maruti,2019,525000,20000,Automatic,First Owner,5,81.8,20.89
Hyundai,2015,600000,108000,Manual,First Owner,5,88.73,21.19
Maruti,2019,500000,15000,Manual,First Owner,5,81.8,21.21
Maruti,2015,409999,18500,Manual,First Owner,5,67.04,20.51
Hyundai,2011,475000,80000,Manual,First Owner,5,126.32,22.32
Hyundai,2013,190000,70000,Manual,First Owner,5,55.2,21.1
Ford,2011,225000,70000,Manual,First Owner,5,68.0,20.0
Hyundai,2011,350000,90000,Manual,Third Owner,5,90.0,23.0
Maruti,2014,240000,50000,Manual,First Owner,5,47.3,22.74
Tata,2019,650000,15000,Manual,First Owner,5,74.0,22.95
Maruti,2011,210000,35000,Manual,Second Owner,5,67.1,20.92
Maruti,2008,110000,80000,Manual,Second Owner,5,46.3,19.7
Tata,2017,665000,25000,Manual,First Owner,5,108.5,21.5
Volkswagen,2017,555000,52000,Manual,First Owner,5,108.62,21.66
Volkswagen,2017,560000,52000,Manual,First Owner,5,108.62,21.66
Hyundai,2011,350000,116500,Manual,First Owner,5,90.0,23.0
Hyundai,2019,525000,100000,Manual,First Owner,5,81.86,20.14
Toyota,2016,570000,145000,Manual,Second Owner,5,67.05,23.59
Ford,2011,225000,90000,Manual,Second Owner,5,68.0,20.0
Hyundai,2019,590000,90000,Manual,First Owner,5,81.86,20.14
Maruti,2013,520000,58000,Manual,First Owner,5,74.0,23.4
Hyundai,2013,200000,40000,Manual,First Owner,5,55.2,21.1
Maruti,2014,325000,90000,Manual,Second Owner,5,73.94,23.2
Maruti,2015,350000,50000,Manual,Second Owner,5,67.04,20.51
Hyundai,2011,440000,80000,Manual,Third Owner,5,126.3,22.32
Hyundai,2011,320000,70000,Manual,Second Owner,5,90.0,21.9
Ford,2014,350000,113226,Manual,First Owner,5,67.0,19.68
Ford,2013,310000,90000,Manual,Second Owner,5,68.1,20.0
Renault,2014,560000,132000,Manual,Second Owner,5,108.45,19.72
Maruti,2013,470000,120000,Manual,Third Owner,5,74.0,22.9
Maruti,2018,550000,5000,Manual,First Owner,5,81.8,22.0
Hyundai,2015,899000,80000,Manual,Second Owner,5,126.2,19.67
Maruti,2017,500000,43000,Manual,First Owner,5,83.14,20.85
Maruti,2015,220000,40000,Manual,Second Owner,5,47.3,22.74
Maruti,2011,170000,70000,Manual,Third Owner,5,46.3,19.7
Maruti,2016,465000,20000,Manual,First Owner,5,67.04,20.51
Maruti,2012,260000,16830,Manual,First Owner,5,67.1,20.2
Renault,2017,325000,38000,Manual,First Owner,5,67.0,23.01
Hyundai,2016,340000,30000,Manual,First Owner,5,55.2,21.1
Tata,2012,259000,35000,Manual,First Owner,5,69.0,23.03
Tata,2010,210000,120000,Manual,First Owner,5,88.8,21.12
Tata,2012,220000,90000,Manual,First Owner,5,69.0,23.03
Tata,2012,246000,35000,Manual,Second Owner,5,69.0,23.03
Hyundai,2018,1050000,70000,Manual,First Owner,5,88.7,21.38
Maruti,2016,550000,20000,Manual,First Owner,5,81.8,20.4
Maruti,2018,430000,16589,Manual,First Owner,5,67.04,20.51
Maruti,2017,570000,25272,Manual,First Owner,5,81.8,21.01
Renault,2018,1250000,12000,Manual,First Owner,5,108.45,19.6
Hyundai,2017,750000,40000,Manual,Second Owner,5,88.73,22.54
Maruti,2004,118000,60000,Manual,Second Owner,5,46.3,19.7
Renault,2013,585000,80000,Manual,Second Owner,5,83.8,20.46
Maruti,2006,120000,120000,Manual,Fourth & Above Owner,5,46.3,19.7
Maruti,2006,150000,100000,Manual,Second Owner,5,46.3,19.7
Maruti,2009,150000,70000,Manual,Fourth & Above Owner,5,46.3,19.7
Maruti,2013,599000,60000,Manual,Second Owner,7,88.76,20.77
Maruti,2016,570000,90000,Manual,First Owner,5,81.8,20.4
Volkswagen,2013,440000,75000,Manual,Second Owner,5,73.9,22.07
Renault,2018,409999,35000,Manual,First Owner,5,67.0,23.01
Tata,2011,200000,84321,Manual,First Owner,5,70.0,23.57
Hyundai,2008,215000,70000,Manual,Second Owner,5,78.9,20.36
Maruti,2015,515000,45000,Manual,Second Owner,5,83.14,20.85
Hyundai,2017,300000,60000,Manual,First Owner,5,68.05,20.3
Ford,2012,250000,40000,Manual,First Owner,5,68.0,20.0
Hyundai,2011,210000,110000,Manual,Second Owner,5,68.05,19.81
Maruti,2007,130000,88700,Manual,Third Owner,5,46.3,19.7
Maruti,2016,310000,15000,Manual,First Owner,5,47.3,22.74
Mahindra,2012,200000,80000,Manual,Second Owner,5,65.0,20.8
Hyundai,2018,444000,15000,Manual,First Owner,5,55.2,21.1
Mahindra,2011,225000,57000,Manual,Second Owner,5,64.1,21.0
Maruti,2010,150000,120000,Manual,Second Owner,5,46.3,19.7
Maruti,2014,110000,50000,Manual,Second Owner,5,46.3,19.7
Maruti,2012,225000,40000,Manual,First Owner,5,46.3,19.7
Maruti,2014,650000,90000,Manual,First Owner,7,88.8,20.77
Ford,2011,220000,100000,Manual,First Owner,5,68.0,20.0
Volkswagen,2017,625000,34000,Automatic,First Owner,5,108.495,22.0
Maruti,2018,475000,30000,Manual,First Owner,5,67.04,21.63
Hyundai,2018,540000,7000,Manual,First Owner,5,68.0,20.3
Maruti,2019,484999,4875,Manual,First Owner,5,67.04,21.63
Tata,2017,919999,26766,Manual,First Owner,5,108.5,21.5
Maruti,2017,600000,24522,Manual,First Owner,5,81.8,20.4
Renault,2018,330000,30000,Manual,First Owner,5,67.0,23.01
Ford,2012,300000,90000,Manual,First Owner,5,68.0,20.0
Maruti,2013,625000,160000,Manual,Third Owner,7,88.76,20.77
Ford,2018,950000,27620,Manual,First Owner,5,98.59,22.77
Maruti,2017,550000,40000,Automatic,First Owner,5,81.8,20.89
Hyundai,2009,150000,110000,Manual,Second Owner,5,78.9,20.36
Hyundai,2016,511000,80000,Manual,First Owner,5,88.73,22.54
Maruti,2020,420000,25000,Manual,First Owner,5,67.04,21.63
Maruti,2014,180000,55000,Manual,First Owner,5,47.3,22.74
Maruti,2013,525000,100000,Manual,First Owner,5,74.0,23.4
Maruti,2013,550000,100000,Manual,First Owner,5,74.0,23.4
Hyundai,2012,400000,138000,Manual,First Owner,5,126.32,22.32
Maruti,2016,245000,50000,Manual,First Owner,5,47.3,22.74
Tata,2013,260000,189000,Manual,First Owner,5,88.76,21.02
Volkswagen,2014,411000,90000,Automatic,Second Owner,5,103.2,21.21
Hyundai,2014,450000,56000,Manual,First Owner,5,88.76,21.9
Maruti,2016,351000,60000,Manual,First Owner,5,67.04,23.1
Maruti,2013,200000,90000,Manual,First Owner,5,47.3,22.74
Hyundai,2017,350000,20000,Manual,Second Owner,5,55.2,21.1
Maruti,2019,500000,15000,Manual,First Owner,5,81.8,20.89
Maruti,2012,254999,30000,Manual,First Owner,5,47.3,22.74
Maruti,2011,180000,60000,Manual,First Owner,5,46.3,19.7
Maruti,2015,270000,49900,Manual,Second Owner,5,47.3,22.74
Tata,2012,310000,86000,Manual,First Owner,5,88.8,21.12
Hyundai,2011,180000,35000,Manual,First Owner,5,55.2,21.1
Maruti,2015,550000,50000,Manual,First Owner,5,83.14,20.85
Hyundai,2015,900000,145000,Manual,First Owner,5,126.2,22.7
Maruti,2016,475000,110000,Manual,First Owner,5,73.94,23.2
Maruti,2016,390000,80000,Manual,First Owner,5,67.04,20.51
Maruti,2010,170000,75000,Manual,Second Owner,5,46.3,19.7
Hyundai,2012,195000,80000,Manual,Second Owner,5,55.2,21.1
Renault,2015,484999,75000,Manual,First Owner,5,83.8,19.87
Maruti,2018,650000,22000,Manual,Second Owner,5,103.25,21.56
Volkswagen,2013,350000,80000,Manual,First Owner,5,73.9,22.07
Ford,2016,650000,50000,Manual,First Owner,5,98.59,22.77
Hyundai,2015,822000,60000,Manual,First Owner,5,126.2,19.67
Maruti,2012,330000,50000,Manual,Second Owner,5,74.0,22.9
Maruti,2014,300000,74537,Manual,Second Owner,5,67.04,20.51
Maruti,2019,500000,11000,Manual,First Owner,5,67.0,21.63
Tata,2016,360000,110000,Manual,First Owner,5,88.7,23.0
Maruti,2012,252000,48000,Manual,First Owner,5,67.1,20.92
Maruti,2012,280000,70000,Manual,Second Owner,5,74.0,22.9
Maruti,2018,509999,70000,Manual,Second Owner,5,81.8,22.0
Maruti,2011,235000,100000,Manual,Second Owner,5,74.0,22.9
Hyundai,2010,131000,80000,Manual,Third Owner,5,68.05,19.81
Maruti,2013,200000,50000,Manual,First Owner,5,47.3,22.74
Maruti,2012,380000,70000,Manual,Third Owner,5,74.0,22.9
Maruti,2008,128000,19000,Manual,First Owner,5,46.3,19.7
Maruti,2016,400000,25000,Manual,First Owner,5,67.04,23.1
Maruti,2012,200000,29500,Manual,First Owner,5,67.1,20.92
Maruti,2016,300000,50000,Manual,Second Owner,5,47.3,22.74
Maruti,2012,220000,100000,Manual,First Owner,5,47.3,22.74
Hyundai,2016,595000,60000,Manual,Second Owner,5,88.73,22.54
Maruti,2017,530000,30000,Manual,Second Owner,5,83.1,21.4
Hyundai,2018,325000,10000,Manual,First Owner,5,55.2,21.1
Maruti,2018,550000,10000,Manual,First Owner,5,83.1,21.4
Maruti,2018,720000,25000,Manual,First Owner,5,91.1,20.73
Maruti,2013,350000,60000,Manual,First Owner,5,74.0,22.9
Tata,2018,790000,60000,Manual,First Owner,5,108.5,21.5
Mahindra,2019,950000,17000,Manual,First Owner,5,115.0,20.0
Maruti,2017,400000,50000,Manual,First Owner,5,67.04,20.51
Mahindra,2012,260000,110000,Manual,First Owner,5,65.0,21.03
Tata,2012,200000,90000,Manual,First Owner,5,70.0,23.57
Maruti,2020,580000,70000,Manual,First Owner,5,88.5,23.26
Volkswagen,2011,330000,66000,Manual,Second Owner,5,105.0,20.5
Mahindra,2014,250000,50000,Manual,Second Owner,5,65.0,21.03
Maruti,2013,300000,70000,Manual,First Owner,5,74.0,23.4
Maruti,2015,280000,80000,Manual,First Owner,5,47.3,22.74
Maruti,2018,550000,24400,Manual,First Owner,5,81.8,22.0
Maruti,2011,130000,100000,Manual,Second Owner,5,46.3,19.7
Ford,2013,229999,70000,Manual,First Owner,5,68.1,20.0
Maruti,2016,225000,35000,Manual,Second Owner,5,47.3,22.74
Maruti,2017,420000,30000,Manual,First Owner,5,67.04,20.51
Maruti,2006,120000,30000,Manual,Second Owner,5,46.3,19.7
Maruti,2019,577000,3000,Manual,First Owner,5,81.8,20.89
Maruti,2012,229999,50000,Manual,First Owner,5,67.1,20.92
Volkswagen,2017,900000,74000,Manual,First Owner,5,108.6,22.27
Hyundai,2016,250000,110000,Manual,First Owner,5,55.2,21.1
Volkswagen,2016,550000,70000,Manual,First Owner,5,88.0,20.14
Maruti,2019,490000,10000,Manual,First Owner,5,81.8,20.52
Hyundai,2009,150000,80000,Manual,Second Owner,5,78.9,20.36
Maruti,2013,600000,184000,Manual,First Owner,7,88.76,20.77
Maruti,2013,525000,69000,Manual,Second Owner,5,74.0,22.9
Hyundai,2017,300000,8000,Manual,First Owner,5,55.2,21.1
Maruti,2020,250000,120000,Manual,Second Owner,5,67.0,21.63
Maruti,2016,350000,70000,Manual,First Owner,5,67.04,20.51
Maruti,2007,135000,57000,Manual,First Owner,5,46.3,19.7
Hyundai,2018,946000,60000,Manual,First Owner,5,88.7,22.1
Tata,2011,215000,70000,Manual,First Owner,5,69.0,23.03
Hyundai,2008,220000,35000,Manual,First Owner,5,78.9,20.36
Maruti,2011,195000,46000,Manual,Second Owner,5,46.3,19.7
Maruti,2010,125000,80000,Manual,Fourth & Above Owner,5,46.3,19.7
Maruti,2015,275000,16700,Manual,First Owner,5,47.3,22.74
Maruti,2015,600000,7967,Manual,First Owner,5,83.14,20.85
Maruti,2018,720000,20000,Manual,First Owner,5,81.8,22.0
Hyundai,2011,225000,50000,Manual,First Owner,5,68.05,19.81
Hyundai,2013,550000,50000,Manual,First Owner,5,88.7,23.5
Maruti,2019,610000,5000,Manual,First Owner,5,81.8,21.21
Ford,2016,515000,68609,Manual,First Owner,5,89.84,22.7
Ford,2018,925000,33360,Manual,First Owner,5,98.59,22.77
Ford,2012,225000,87237,Manual,Second Owner,5,68.05,20.0
Maruti,2017,600000,26634,Automatic,First Owner,5,81.8,21.21
Renault,2015,600000,67303,Manual,First Owner,5,83.8,20.45
Maruti,2012,265000,130376,Manual,Second Owner,5,73.94,23.2
Maruti,2013,525000,110000,Manual,First Owner,5,74.0,23.4
Tata,2017,550000,30000,Manual,First Owner,5,84.0,20.3
Hyundai,2010,200000,70000,Manual,Second Owner,5,68.05,19.81
Hyundai,2014,200000,60000,Manual,Second Owner,5,55.2,21.1
Hyundai,2010,210000,94000,Manual,Second Owner,5,78.9,20.36
Tata,2019,660000,35000,Manual,First Owner,5,74.0,22.95
Hyundai,2012,450000,60000,Manual,Third Owner,5,126.32,22.32
Hyundai,2015,978999,90000,Manual,First Owner,5,126.2,19.67
Ford,2012,280000,60000,Manual,Second Owner,5,88.7,23.5
Maruti,2013,170000,60000,Manual,Fourth & Above Owner,5,47.3,22.74
Maruti,2019,630000,4000,Manual,First Owner,5,81.8,21.21
Hyundai,2011,250000,50000,Manual,First Owner,5,78.9,20.36
Hyundai,2009,180000,70000,Manual,Second Owner,5,78.9,20.36
Hyundai,2014,348000,23000,Manual,Second Owner,5,78.9,20.36
Maruti,2014,196000,60000,Manual,Second Owner,5,47.3,22.74
Maruti,2015,600000,90000,Manual,Third Owner,7,88.76,20.77
Maruti,2007,120000,53512,Manual,Second Owner,5,46.3,19.7
Renault,2017,265000,90000,Manual,First Owner,5,67.0,23.01
Maruti,2007,130000,78000,Manual,First Owner,5,46.3,19.7
Hyundai,2010,180000,70000,Manual,Second Owner,5,78.9,20.36
Maruti,2010,160000,48000,Manual,Second Owner,5,46.3,19.7
Renault,2014,480000,80000,Manual,First Owner,5,83.8,20.45
Maruti,2013,320000,100000,Manual,Third Owner,5,74.0,22.9
Maruti,2013,370000,96000,Manual,Second Owner,5,74.0,22.9
Maruti,2016,400000,60000,Manual,Third Owner,5,73.94,23.2
Maruti,2014,325000,48000,Manual,First Owner,5,67.04,23.1
Maruti,2012,200000,70000,Manual,Second Owner,5,67.1,20.92
Maruti,2008,100000,70000,Manual,Third Owner,5,46.3,19.7
Maruti,2006,85000,150000,Manual,Second Owner,5,46.3,19.7
Hyundai,2014,580000,56000,Manual,First Owner,5,126.3,22.32
Ford,2010,200000,120000,Manual,First Owner,5,68.0,20.0
Maruti,2012,520000,73000,Manual,First Owner,7,88.76,20.77
Renault,2018,380000,5000,Manual,First Owner,5,67.0,23.01
Renault,2013,490000,95000,Manual,First Owner,5,83.8,20.46
Hyundai,2015,229999,34000,Manual,Second Owner,5,55.2,21.1
Maruti,2019,362000,120000,Manual,Second Owner,5,61.7,21.94
Toyota,2014,550000,31000,Manual,First Owner,5,67.06,23.59
Hyundai,2019,499000,5000,Automatic,First Owner,5,68.0,20.3
Toyota,2012,278000,120000,Manual,Second Owner,5,67.1,23.59
Renault,2013,580000,67000,Manual,Second Owner,5,108.5,20.4
Hyundai,2018,490000,7000,Manual,First Owner,5,68.0,20.3
Maruti,2012,320000,120000,Manual,Second Owner,5,74.0,22.9
Maruti,2013,320000,120000,Manual,First Owner,5,73.94,23.2
Toyota,2012,600000,85000,Manual,First Owner,5,87.2,21.43
Maruti,2012,275000,50000,Manual,First Owner,5,67.1,20.92
Maruti,2009,170000,59000,Manual,Second Owner,5,46.3,19.7
Renault,2015,620000,140000,Manual,Second Owner,5,83.8,20.45
Toyota,2015,550000,40000,Manual,First Owner,5,67.04,23.59
Hyundai,2011,400000,100000,Manual,Second Owner,5,126.32,22.32
Tata,2012,300000,110000,Manual,Second Owner,5,88.8,21.12
Maruti,2011,190000,92500,Manual,Second Owner,5,67.1,20.92
Maruti,2018,650000,35000,Manual,First Owner,5,81.8,22.0
Hyundai,2015,869999,120000,Manual,First Owner,5,126.2,22.7
Chevrolet,2013,200000,70000,Manual,First Owner,5,76.9,22.1
Volkswagen,2018,650000,53000,Manual,First Owner,5,88.0,20.14
Hyundai,2018,330000,70000,Manual,First Owner,5,68.05,20.3
Hyundai,2019,399000,4000,Manual,First Owner,5,68.0,20.3
Hyundai,2012,250000,103000,Manual,First Owner,5,78.9,20.36
Maruti,2013,375000,77000,Manual,First Owner,5,74.0,22.9
Volkswagen,2012,375000,90000,Manual,First Owner,5,103.6,20.54
Hyundai,2013,445000,87185,Manual,Second Owner,5,126.3,22.32
Hyundai,2016,611000,77000,Manual,First Owner,5,88.73,22.54
Hyundai,2012,390000,100000,Manual,Second Owner,5,126.32,22.32
Toyota,2015,500000,125000,Manual,First Owner,5,67.05,23.59
Maruti,2013,185000,80000,Manual,Second Owner,5,47.3,22.74
Maruti,2018,550000,30000,Manual,First Owner,5,83.1,21.4
Tata,2010,320000,42000,Manual,First Owner,5,69.0,23.03
Maruti,2016,350000,17000,Automatic,First Owner,5,67.04,23.1
Maruti,2018,500000,40000,Automatic,First Owner,5,81.8,22.0
Maruti,2012,350000,70000,Manual,Second Owner,5,88.8,21.5
Hyundai,2019,1050000,27000,Manual,First Owner,5,88.7,21.38
Maruti,2014,490000,50000,Manual,First Owner,5,74.0,23.4
Maruti,2013,190000,60000,Manual,Second Owner,5,47.3,22.74
Maruti,2016,270000,60000,Manual,Second Owner,5,47.3,22.74
Hyundai,2008,170000,70000,Manual,Third Owner,5,68.05,19.81
Maruti,2018,764000,25000,Manual,First Owner,5,91.1,20.73
Hyundai,2017,280000,31000,Manual,Second Owner,5,55.2,21.1
Volkswagen,2011,350000,110000,Manual,Second Owner,5,103.6,20.54
Maruti,2017,570000,35000,Manual,First Owner,5,83.1,21.4
Maruti,2014,185000,10300,Manual,First Owner,5,47.3,22.74
Maruti,2019,760000,3000,Manual,First Owner,5,81.8,21.01
Maruti,2018,700000,13000,Manual,First Owner,5,83.1,21.4
Maruti,2016,220000,40000,Manual,First Owner,5,47.3,22.74
Hyundai,2017,650000,80000,Manual,First Owner,5,88.73,21.19
Maruti,2017,380000,30000,Manual,First Owner,5,61.7,21.94
Toyota,2012,415000,125000,Manual,Second Owner,5,87.2,21.43
Hyundai,2012,225000,110000,Manual,First Owner,5,68.05,19.81
Maruti,2013,600000,30000,Manual,Second Owner,7,88.76,20.77
Maruti,2014,620000,148000,Manual,Second Owner,7,88.8,20.77
Tata,2014,280000,60000,Manual,Second Owner,5,88.7,23.0
Maruti,2012,370000,60000,Manual,First Owner,5,74.0,22.9
Maruti,2020,550000,15000,Manual,First Owner,5,88.5,23.26
Hyundai,2017,385000,42000,Manual,Second Owner,5,68.05,19.81
Maruti,2013,650000,170000,Manual,Third Owner,7,88.76,20.77
Maruti,2012,180000,80000,Manual,First Owner,5,47.3,22.74
Hyundai,2013,200000,57000,Manual,First Owner,5,55.2,21.1
Hyundai,2014,300000,100000,Manual,First Owner,5,68.05,19.81
Maruti,2014,267000,40000,Manual,First Owner,5,47.3,22.74
Hyundai,2017,250000,50000,Manual,First Owner,5,55.2,21.1
Maruti,2009,135000,100000,Manual,First Owner,5,46.3,19.7
Hyundai,2011,500000,80000,Manual,First Owner,5,126.32,22.32
Maruti,2008,112999,80000,Manual,Third Owner,5,46.3,19.7
Ford,2012,325000,150000,Manual,First Owner,5,68.0,20.0
Hyundai,2017,650000,22200,Manual,First Owner,5,88.73,22.54
Maruti,2016,500000,32000,Manual,First Owner,5,81.8,20.4
Renault,2016,645000,120000,Manual,First Owner,5,83.8,19.87
Maruti,2011,114999,10000,Manual,First Owner,5,46.3,19.7
Maruti,2018,575000,10000,Manual,First Owner,5,81.8,20.89
Renault,2016,650000,80000,Manual,First Owner,5,108.45,19.72
Maruti,2009,145000,150000,Manual,Third Owner,5,73.9,21.1
Chevrolet,2013,246000,56000,Manual,First Owner,5,74.0,22.1
Volkswagen,2015,560000,43001,Manual,First Owner,5,108.6,22.27
Maruti,2019,470000,9000,Automatic,First Owner,5,67.04,21.63
Hyundai,2017,850000,35000,Manual,Third Owner,5,126.2,22.0
Renault,2013,550000,100600,Manual,Third Owner,5,83.8,20.46
Maruti,2013,480000,105000,Manual,Third Owner,5,74.0,23.4
Maruti,2010,320000,60000,Manual,Second Owner,5,85.8,21.1
Hyundai,2016,725000,120000,Manual,First Owner,5,88.73,22.54
Volkswagen,2011,325000,134000,Manual,Second Owner,5,73.9,22.07
Ford,2014,320000,120000,Manual,Third Owner,5,68.05,20.0
Maruti,2016,350000,120000,Manual,Third Owner,5,73.94,23.2
Hyundai,2011,470000,89000,Manual,First Owner,5,90.0,23.0
Maruti,2018,680000,28000,Automatic,First Owner,5,81.8,21.21
Hyundai,2014,280000,90000,Manual,First Owner,5,55.2,21.1
Volkswagen,2013,400000,120000,Manual,Second Owner,5,103.6,20.54
Hyundai,2014,475000,83000,Manual,Second Owner,5,88.73,22.54
Tata,2018,450000,75000,Manual,First Owner,5,84.0,20.3
Maruti,2017,400000,52000,Manual,First Owner,5,67.0,21.63
Volkswagen,2012,361000,90000,Manual,First Owner,5,103.6,20.54
Hyundai,2013,390000,53000,Manual,Second Owner,5,88.76,21.9
Maruti,2013,500000,53000,Manual,First Owner,5,74.0,22.9
Maruti,2011,200000,50600,Manual,First Owner,5,46.3,19.7
Maruti,2018,580000,120000,Manual,First Owner,5,74.0,23.4
Maruti,2019,660000,10000,Automatic,First Owner,5,83.1,21.4
Hyundai,2014,220000,10000,Manual,First Owner,5,68.05,20.3
Maruti,2019,509999,10000,Manual,First Owner,5,81.8,21.21
Hyundai,2019,950000,15000,Manual,First Owner,5,88.7,22.1
Maruti,2013,356000,70000,Manual,Second Owner,5,74.0,23.4
Maruti,2013,355000,170000,Manual,First Owner,5,74.0,22.9
Maruti,2011,242000,120000,Manual,First Owner,5,88.8,21.5
Ford,2014,500000,130000,Manual,Second Owner,5,98.59,22.77
Maruti,2020,654000,1000,Automatic,First Owner,5,81.8,21.21
Maruti,2019,600000,18000,Manual,First Owner,5,81.8,21.21
Maruti,2016,459999,60000,Manual,First Owner,5,83.14,20.85
Renault,2018,275000,20000,Manual,First Owner,5,67.0,23.01
Maruti,2006,94500,44000,Manual,First Owner,5,46.3,19.7
Hyundai,2017,1110000,186000,Manual,First Owner,5,126.2,19.67
Maruti,2014,570000,79000,Manual,Second Owner,7,88.76,20.77
Tata,2015,350000,60000,Manual,First Owner,5,74.0,22.95
Maruti,2019,550000,11500,Manual,First Owner,5,81.8,21.21
Hyundai,2012,180000,56000,Manual,First Owner,5,55.2,21.1
Maruti,2011,170000,175000,Manual,Second Owner,5,73.9,21.1
Maruti,2014,409999,150000,Manual,Third Owner,5,74.0,23.4
Hyundai,2012,350000,110000,Manual,Third Owner,5,90.0,23.0
Maruti,2010,135000,95000,Manual,Third Owner,5,46.3,19.7
Maruti,2010,220000,100000,Manual,First Owner,5,73.9,21.1
Maruti,2014,500000,84000,Manual,First Owner,5,74.0,23.4
Hyundai,2016,875000,40000,Manual,First Owner,5,88.73,22.54
Maruti,2011,175000,175000,Manual,Second Owner,5,46.3,19.7
Hyundai,2019,420000,20000,Manual,Second Owner,5,68.0,20.3
Maruti,2012,180000,70000,Manual,Second Owner,5,46.3,19.7
Maruti,2007,118000,110000,Manual,Second Owner,5,46.3,19.7
Maruti,2009,170000,90000,Manual,Third Owner,5,46.3,19.7
Hyundai,2010,180000,120000,Manual,First Owner,5,78.9,20.36
Maruti,2009,155000,120000,Manual,First Owner,5,73.9,21.1
Hyundai,2011,250000,70000,Manual,First Owner,5,78.9,20.36
Volkswagen,2017,550000,50000,Manual,First Owner,5,108.62,21.66
Maruti,2013,380000,76000,Manual,Second Owner,5,74.0,22.9
Renault,2019,650000,5000,Manual,First Owner,7,72.0,20.0
Maruti,2013,350000,85000,Manual,First Owner,5,74.0,22.9
Maruti,2018,650000,15000,Manual,First Owner,5,81.8,21.21
Hyundai,2019,1200000,40000,Manual,First Owner,5,126.2,22.0
Hyundai,2015,850000,108000,Manual,First Owner,5,126.2,19.67
Maruti,2015,320000,60000,Manual,First Owner,5,67.04,20.51
Tata,2016,325000,50000,Manual,First Owner,5,88.7,23.0
Hyundai,2014,215000,50000,Manual,First Owner,5,55.2,21.1
Maruti,2018,560000,25000,Manual,First Owner,5,81.8,22.0
Maruti,2017,400000,30000,Automatic,Second Owner,5,67.04,23.1
Ford,2017,725000,45000,Manual,First Owner,5,98.96,23.0
Hyundai,2013,229999,39000,Manual,First Owner,5,78.9,20.36
Hyundai,2016,950000,38600,Manual,First Owner,5,126.2,19.67
Hyundai,2017,975000,48698,Manual,First Owner,5,126.2,19.67
Maruti,2018,445000,32995,Automatic,First Owner,5,81.8,20.52
Tata,2018,539000,60000,Manual,First Owner,5,74.0,22.95
Renault,2015,550000,130000,Manual,Second Owner,5,83.8,20.45
Volkswagen,2011,330000,120000,Manual,First Owner,5,73.9,22.07
Hyundai,2014,220000,80000,Manual,Third Owner,5,55.2,21.1
